mv '/home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0610_12450000\(2\).jpg' '/home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0610_12450000\(2\)-Boats_in_the_Marina.jpg'
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160819_134138.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160819_134138-Family_Photo.jpg
mv /home/klotz/Documents/images/nexus-5-2016-10-23/100_CFV5/DSC_0290.JPG /home/klotz/Documents/images/nexus-5-2016-10-23/100_CFV5/DSC_0290-Christmas_Party.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s1/f0920192.jpg /home/klotz/Documents/images/photo-recovery/photo-s1/f0920192-Component_of_a_Communication_System.jpg
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4965.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4965-large_crowd_of_people_at_a_concert.JPG
mv /home/klotz/Documents/images/x100t/105_FUJI/DSCF5239.JPG /home/klotz/Documents/images/x100t/105_FUJI/DSCF5239-Magnetic_Core_Model_nd.JPG
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9641.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9641-birds_flying_over_a_lake.JPG
mv /home/klotz/Documents/images/2002may05/image015.pnm /home/klotz/Documents/images/2002may05/image015-Children_Playing_in_a_Field.pnm
mv '/home/klotz/Documents/images/android/2009-06-30 12.56.57.jpg' '/home/klotz/Documents/images/android/2009-06-30-12.56.57-Cooks_in_a_food_truck.jpg'
mv /home/klotz/Documents/images/IMG_20140301_112628.jpg /home/klotz/Documents/images/IMG_20140301_112628-Shop_Owners_and_Customers_in_Asian.jpg
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4051.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4051-LED_Lights.JPG
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4738.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4738-Good_title_for_this_image_is_Easter_Bunny.JPG
mv '/home/klotz/Documents/images/android/2010-01-20 12.46.11.jpg' '/home/klotz/Documents/images/android/2010-01-20-12.46.11-General_Knowledge.jpg'
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160525_073625.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160525_073625-The_Problem.jpg
mv /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2620.JPG /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2620-An_empty_road_with_a_stop_sign.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s1/f0376448.jpg /home/klotz/Documents/images/photo-recovery/photo-s1/f0376448-A_man_and_woman_posing_for_a_picture.jpg
mv /home/klotz/Documents/images/photo-recovery/photo-s3/f2536704.jpg /home/klotz/Documents/images/photo-recovery/photo-s3/f2536704-Delicious_Fish_Sandwich_with_French_Fries_and.jpg
mv /home/klotz/Documents/images/photo-recovery/photo-s2/f2076608.jpg /home/klotz/Documents/images/photo-recovery/photo-s2/f2076608-Elvis_Presley_Gave_a_Benefit.jpg
mv /home/klotz/Documents/images/x100t/chapman-toss/00000055.png /home/klotz/Documents/images/x100t/chapman-toss/00000055-graduation_ceremony.png
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4009.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4009-Teenager_blows_out_candles_on_c.JPG
mv /home/klotz/Documents/images/2013-07/105_0719/IMG_0482.JPG /home/klotz/Documents/images/2013-07/105_0719/IMG_0482-Smiling_Teenagers_at_a_Restaurant.JPG
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF0204.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF0204-Container_with_a_plant_in_it.JPG
mv /home/klotz/Documents/images/Aidens-chicken.jpg /home/klotz/Documents/images/Aidens-chicken-dog_playing_with_a_chicken_toy.jpg
mv /home/klotz/Documents/images/photo-recovery/photo-s2/f2234048.jpg /home/klotz/Documents/images/photo-recovery/photo-s2/f2234048-Striped_Tank_Top.jpg
mv /home/klotz/Documents/images/S2_20081122_1605.png /home/klotz/Documents/images/S2_20081122_1605-chromo_pict.png
mv /home/klotz/Documents/images/PicSay/picsay-1242683022.jpg /home/klotz/Documents/images/PicSay/picsay-1242683022-Alert_Sign.jpg
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4530.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4530-Red_Rose_with_Water_Drops.JPG
mv /home/klotz/Documents/images/pix-from-skg4-more/20140613_144808.jpg /home/klotz/Documents/images/pix-from-skg4-more/20140613_144808-A_Good_Title_for_This_Image_Is.jpg
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160921_094211.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160921_094211-Pop_Bingo_Game.jpg
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160301_144619.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160301_144619-Calculator_with_yellow_numbers.jpg
mv /home/klotz/Documents/images/photo-recovery/photo-s1/f0369088.jpg /home/klotz/Documents/images/photo-recovery/photo-s1/f0369088-Binding_is_Easy.jpg
mv /home/klotz/Documents/images/photo-recovery/photo-s3/f2752320.jpg /home/klotz/Documents/images/photo-recovery/photo-s3/f2752320-Programming_Electronics.jpg
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4122.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4122-An_Orange_Hanging_from_a_Tree.JPG
mv /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3088.JPG /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3088-store_with_colorful_items.JPG
mv /home/klotz/Documents/images/yuki-cat-cafe-2017/P1080868.JPG /home/klotz/Documents/images/yuki-cat-cafe-2017/P1080868-Tea_Cup_with_Blue_Dots_on_a_Sau.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s2/f2078656.jpg /home/klotz/Documents/images/photo-recovery/photo-s2/f2078656-Older_Man_and_Young_Boy_Standing_Together.jpg
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160617_194522.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160617_194522-apanese_food.jpg
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9501.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9501-Blue_Truck_with_Red_Leaves.JPG
mv /home/klotz/Documents/images/android/IMG_20100927_100320.jpg /home/klotz/Documents/images/android/IMG_20100927_100320-World_of_Spices_and_Seasonings.jpg
mv /home/klotz/Documents/images/x100t/100_FUJI/DSCF0138.JPG /home/klotz/Documents/images/x100t/100_FUJI/DSCF0138-Colorful_Flower.JPG
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4485.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4485-palm_tree.JPG
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF8992.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF8992-rock_in_the_water.JPG
mv /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2447.JPG /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2447-Vote_for_me.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20151003_121003.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20151003_121003-Qixey_Shirt.jpg
mv /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3663.JPG /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3663-Old_House_with_Wooden_Door.JPG
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9105.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9105-A_Good_Title_for_This_Image_Is.JPG
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9216.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9216-buds_of_marijuana.JPG
mv /home/klotz/Documents/images/2003aug/Hunter_waiting.jpg /home/klotz/Documents/images/2003aug/Hunter_waiting-Children_with_backpacks_and_shoes.jpg
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4831.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4831-Popcorn_Truck.JPG
mv /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/unnamed.jpg /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/unnamed-Two_girmv_in_a_classroom_with_one_looking_at.jpg
mv /home/klotz/Documents/images/photo-recovery/photo-s1/f1473472.jpg /home/klotz/Documents/images/photo-recovery/photo-s1/f1473472-Communism_Museum_Poster.jpg
mv /home/klotz/Documents/images/photo-recovery/photo-s3/f2522048.jpg /home/klotz/Documents/images/photo-recovery/photo-s3/f2522048-Family_gathering_in_a_living_room.jpg
mv /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0617_18221100.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0617_18221100-Game_Room.jpg
mv /home/klotz/Documents/images/x100t/102A_FUJI/20150712-2302-000.JPG /home/klotz/Documents/images/x100t/102A_FUJI/20150712-2302-000-Blue_Flowers_in_a_Pot.JPG
mv /home/klotz/Documents/images/x100t/102A_FUJI/20150710-2225-000.JPG /home/klotz/Documents/images/x100t/102A_FUJI/20150710-2225-000-The_Fence_by_the_Ocean.JPG
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1310.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1310-Certificate_of_Appreciation.JPG
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF8022.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF8022-Plant_in_a_Pot.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0610_12560800.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0610_12560800-Cruising_on_the_Ocean.jpg
mv /home/klotz/Documents/images/pix-from-skg4-more/20140320_192524.jpg /home/klotz/Documents/images/pix-from-skg4-more/20140320_192524-The_sky_is_pink_and_blue.jpg
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9052.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9052-Shore_of_a_lake_with_a_pier_and_a.JPG
mv /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2426.JPG /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2426-Colorful_Candy_Display.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s1/f0871680.jpg /home/klotz/Documents/images/photo-recovery/photo-s1/f0871680-Working_in_a_Truck.jpg
mv /home/klotz/Documents/images/2003mar/woburn/5.gif /home/klotz/Documents/images/2003mar/woburn/5-Infant_in_a_baby_carrier.gif
mv /home/klotz/Documents/images/x100t/105_FUJI/DSCF5529.JPG /home/klotz/Documents/images/x100t/105_FUJI/DSCF5529-Homemade_Pizza_with_Fresh_Toppings.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0421_13142100.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0421_13142100-Woven_Wall.jpg
mv /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2310.JPG /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2310-A_Japanese_Tea_House.JPG
mv /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2680.JPG /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2680-pond_under_tree.JPG
mv /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2607.JPG /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2607-Russian_Orthodox_Church_with_Blue_Sky.JPG
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9778.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9778-Shaka_Red.JPG
mv /home/klotz/Documents/images/2013-07/103_0717/IMG_0423.JPG /home/klotz/Documents/images/2013-07/103_0717/IMG_0423-Standing_on_the_beach_at_night.JPG
mv /home/klotz/Documents/images/pops-garage-shack.jpg /home/klotz/Documents/images/pops-garage-shack-Storage_Shelf_with_Vintage_Items.jpg
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4121.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4121-doorway_to_a_house.JPG
mv /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2570.JPG /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2570-Tall_Antenna_Towers_in_the_Sky.JPG
mv /home/klotz/Documents/images/x100t/100_FUJI/DSCF0726.JPG /home/klotz/Documents/images/x100t/100_FUJI/DSCF0726-Broken_Parking_Meter.JPG
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4740.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4740-Office_Space.JPG
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1038.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1038-Colorful_Flower.JPG
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF0924.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF0924-Sheep_in_a_field.JPG
mv /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2565.JPG /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2565-The_Tallest_Building_in_the_City.JPG
mv /home/klotz/Documents/images/x100t/106_FUJI/DSCF6604.JPG /home/klotz/Documents/images/x100t/106_FUJI/DSCF6604-A_Sunny_Day_in_the_City.JPG
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4982.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4982-graduation_day.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160605_200147.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160605_200147-Friendly_gathering_in_a_living_room.jpg
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9496.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9496-Autumn_Leaves_on_the_Tree.JPG
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9803.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9803-Keyboard_with_a_small_electronic_device_on_it.JPG
mv /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/1979552_10201988477097676_469814134_n.jpg /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/1979552_10201988477097676_469814134_n-party_girmv.jpg
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4594.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4594-Close_Up_of_a_Cactus.JPG
mv /home/klotz/Documents/images/2007-11-09/IMGP2598.JPG /home/klotz/Documents/images/2007-11-09/IMGP2598-Blue_Lights.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s2/f2082432.jpg /home/klotz/Documents/images/photo-recovery/photo-s2/f2082432-Blank_Paper.jpg
mv /home/klotz/Documents/images/2003/2003aug01/dolmv-2.jpg /home/klotz/Documents/images/2003/2003aug01/dolmv-2-Two_Dolmv_Sitting_Together.jpg
mv '/home/klotz/Documents/images/android/2010-04-18 20.23.01.jpg' '/home/klotz/Documents/images/android/2010-04-18-20.23.01-Two_Children_Smiling_for_Picture.jpg'
mv /home/klotz/Documents/images/x100t/106_FUJI/DSCF6425.JPG /home/klotz/Documents/images/x100t/106_FUJI/DSCF6425-Blue_sky_with_a_church_in_the_background.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0625_13303400.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0625_13303400-seed_head.jpg
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1244.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1244-The_Crowd_Gathered_in_the_Auditor.JPG
mv /home/klotz/Documents/images/x100t/chapman-toss/toss.jpg /home/klotz/Documents/images/x100t/chapman-toss/toss-graduation_event.jpg
mv /home/klotz/Documents/images/disappearing-architecture/foo/klotz/images/4x5/graflexscan/ProjectBack/art-tmax400.psd /home/klotz/Documents/images/disappearing-architecture/foo/klotz/images/4x5/graflexscan/ProjectBack/art-tmax400-Art_Window.psd
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160722_225832.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160722_225832-Frame_with_a_girl_in_it.jpg
mv /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/10298731_10202316564259650_8198363361675122632_n.jpg /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/10298731_10202316564259650_8198363361675122632_n-Two_girmv_hugging_each_other.jpg
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4685.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4685-An_Auditorium_with_People_and_Laptops.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s3/f2529344.jpg /home/klotz/Documents/images/photo-recovery/photo-s3/f2529344-Teenagers_Sitting_at_a_Table_with_Don.jpg
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1906.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1906-Old_Train_on_Tracks.JPG
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9706.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9706-unnel_of_a_fence.JPG
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF0414.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF0414-A_Good_Title_for_this_Image_is_a_Beautiful_Sc.JPG
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9388.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9388-Reflection_of_Sun_on_the_Water.JPG
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF1019.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF1019-Man_with_grey_beard_wearing_sunglass.JPG
mv /home/klotz/Documents/images/2003oct19/gif/15.gif /home/klotz/Documents/images/2003oct19/gif/15-Red_Berries_on_a_White_Towel.gif
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160605_200142.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160605_200142-Family_sitting_on_couch.jpg
mv /home/klotz/Documents/images/x100t/103_FUJI/DSCF3999.JPG /home/klotz/Documents/images/x100t/103_FUJI/DSCF3999-Man_and_Woman_sitting_on_a_couch.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160626_124505.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160626_124505-puppy_on_floor.jpg
mv /home/klotz/Documents/images/x100t/102A_FUJI/20150709-1951-000.JPG /home/klotz/Documents/images/x100t/102A_FUJI/20150709-1951-000-Photo_taken_at_a_street_fair.JPG
mv '/home/klotz/Documents/images/android/2009-08-12 19.58.53.jpg' '/home/klotz/Documents/images/android/2009-08-12-19.58.53-sunset_over_the_ocean.jpg'
mv /home/klotz/Documents/images/photo-recovery/photo-s3/f2937856.jpg /home/klotz/Documents/images/photo-recovery/photo-s3/f2937856-Stream_in_a_Cave.jpg
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1850.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1850-Danger_Do_Not_Touch_Brake.JPG
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4107.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4107-crete_wall_with_windows.JPG
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1594.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1594-Business_Day.JPG
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4778.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4778-Teenagers_sitting_at_a_table_with_food_and.JPG
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1759.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1759-Car_on_a_road_in_front_of_trees.JPG
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1049.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1049-Man_in_Orange_Shirt_Drinking_from_a_G.JPG
mv /home/klotz/Documents/images/disappearing-architecture/foo/klotz/images/4x5/graflexscan/ProjectBack/franchescas.PSD /home/klotz/Documents/images/disappearing-architecture/foo/klotz/images/4x5/graflexscan/ProjectBack/franchescas-Old_Truck_in_a_Shadow.PSD
mv /home/klotz/Documents/images/pix-from-skg4-more/20131225_131519.jpg /home/klotz/Documents/images/pix-from-skg4-more/20131225_131519-Christmas_Tree_and_Chessboard.jpg
mv /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/1512837_10202130718773629_2797633694981455928_n.jpg /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/1512837_10202130718773629_2797633694981455928_n-Three_Girmv_with_Big_Eyes.jpg
mv /home/klotz/Documents/images/x100t/106_FUJI/DSCF6773.JPG /home/klotz/Documents/images/x100t/106_FUJI/DSCF6773-Stack_of_Books_on_Bed.JPG
mv /home/klotz/Documents/images/x100t/105_FUJI/DSCF5430.JPG /home/klotz/Documents/images/x100t/105_FUJI/DSCF5430-A_Crowd_Gathered_on_a_Football_Field.JPG
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4330.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4330-plate_of_noodles.JPG
mv /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3110.JPG /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3110-Old_Man_and_Woman_Crawling_Under_Table.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160807_163948.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160807_163948-Flock_of_Birds_in_a_Field.jpg
mv /home/klotz/Documents/images/x100t/106_FUJI/DSCF6997.JPG /home/klotz/Documents/images/x100t/106_FUJI/DSCF6997-The_Color_of_Darkness.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160623_161304.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160623_161304-making_coffee.jpg
mv /home/klotz/Documents/images/x100t/102A_FUJI/20150710-2222-002.JPG /home/klotz/Documents/images/x100t/102A_FUJI/20150710-2222-002-looking_at_the_ocean.JPG
mv /home/klotz/Documents/images/pop-and-hunter-phone-2014/20130812_193550.jpg /home/klotz/Documents/images/pop-and-hunter-phone-2014/20130812_193550-Vintage_Photo_of_a_House.jpg
mv /home/klotz/Documents/images/x100t/100_FUJI/DSCF0431.JPG /home/klotz/Documents/images/x100t/100_FUJI/DSCF0431-Sign_with_arrow_pointing_up.JPG
mv /home/klotz/Documents/images/2003may/2003may10/orig/img00004.jpg /home/klotz/Documents/images/2003may/2003may10/orig/img00004-Children_Playing_on_the_Grass.jpg
mv /home/klotz/Documents/images/photo-recovery/photo-s1/f1458048.jpg /home/klotz/Documents/images/photo-recovery/photo-s1/f1458048-Old_Radio_with_Diamv_and_Buttons.jpg
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF0501.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF0501-Shadow_of_a_sign_on_the_wall.JPG
mv /home/klotz/Documents/images/x100t/102A_FUJI/20150712-0130-002.JPG /home/klotz/Documents/images/x100t/102A_FUJI/20150712-0130-002-packaged_rice_with_nuts_and_raisins.JPG
mv /home/klotz/Documents/images/x100t/105_FUJI/DSCF5373.JPG /home/klotz/Documents/images/x100t/105_FUJI/DSCF5373-Light_in_a_ceiling.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s2/f2342208.jpg /home/klotz/Documents/images/photo-recovery/photo-s2/f2342208-Coffee_and_Cookies_on_a_Plate.jpg
mv /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2460.JPG /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2460-Red_and_Gold_Asian_Decoration.JPG
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1086.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1086-Barrel_with_a_digital_scale.JPG
mv /home/klotz/Documents/images/x100t/105_FUJI/DSCF5302.JPG /home/klotz/Documents/images/x100t/105_FUJI/DSCF5302-Smiling_Woman_on_Phone.JPG
mv /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3426.JPG /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3426-A_Puzzle_of_Penguins_and_Pol.JPG
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF0497.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF0497-plate_of_food.JPG
mv /home/klotz/Documents/images/x100t/102A_FUJI/20150710-2302-000.JPG /home/klotz/Documents/images/x100t/102A_FUJI/20150710-2302-000-Cityscape_of_a_large_city_with_many_buildings.JPG
mv /home/klotz/Documents/images/slo-leah-2003jul/edna-valley-winery.jpg /home/klotz/Documents/images/slo-leah-2003jul/edna-valley-winery-Vineyard_with_Mountains_in_the_Background.jpg
mv /home/klotz/Documents/images/x100t/100_FUJI/DSCF0379.JPG /home/klotz/Documents/images/x100t/100_FUJI/DSCF0379-Lock_on_a_door.JPG
mv /home/klotz/Documents/images/x100t/100_FUJI/DSCF0211.JPG /home/klotz/Documents/images/x100t/100_FUJI/DSCF0211-Green_Statue_of_Liberty.JPG
mv /home/klotz/Documents/images/pix-from-skg4-more/20140307_092532.jpg /home/klotz/Documents/images/pix-from-skg4-more/20140307_092532-Certificate_of_Security.jpg
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160327_140722.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160327_140722-Two_Teens_Relaxing_in_a_Living_Room.jpg
mv '/home/klotz/Documents/images/android/2010-04-24 16.39.55.jpg' '/home/klotz/Documents/images/android/2010-04-24-16.39.55-smiling_woman_in_pink_shirt_sitting_at.jpg'
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF0262.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF0262-parked_cars.JPG
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1613.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1613-Multi_Color_Flag_Hanging_in_the_Sun.JPG
mv /home/klotz/Documents/images/x100t/105_FUJI/DSCF5145.JPG /home/klotz/Documents/images/x100t/105_FUJI/DSCF5145-Circular_Drain_Cover.JPG
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9661.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9661-Grassy_Shore.JPG
mv /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3637.JPG /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3637-Hand_Feeding_Hamster.JPG
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4050.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4050-Old_Wooden_Surfboard_with_Number_fort.JPG
mv '/home/klotz/Documents/images/android/2010-04-02 19.05.29.jpg' '/home/klotz/Documents/images/android/2010-04-02-19.05.29-Red_Flower_in_a_Pot.jpg'
mv /home/klotz/Documents/images/android/1243180415149.jpg /home/klotz/Documents/images/android/1243180415149-Best_Indian_Entertainment_Only_on_DirectTV.jpg
